dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D1849,This debit should have been refunded automatically after the transaction was declined.,FAILED_TRANSACTION,86,12,1849,"(1845.1, 2050.0]"
D1850,"The final step of the payment process failed, but the debit was processed successfully.",FAILED_TRANSACTION,87,14,1850,"(1845.1, 2050.0]"
D1851,I returned the product two weeks ago and I am still waiting for my refund.,REFUND_PENDING,74,15,1851,"(1845.1, 2050.0]"
D1852,"The merchant cancelled my order due to a stock issue, but the refund has not been processed.",REFUND_PENDING,92,17,1852,"(1845.1, 2050.0]"
D1853,"I was promised a refund for the terrible service, but I haven't received it yet.",REFUND_PENDING,80,15,1853,"(1845.1, 2050.0]"
D1854,"The flight was cancelled by the airline, and I am still chasing them for the refund.",REFUND_PENDING,84,16,1854,"(1845.1, 2050.0]"
D1855,My return was delivered back to their warehouse 10 days ago. Where is my money?,REFUND_PENDING,79,15,1855,"(1845.1, 2050.0]"
D1856,"The event was cancelled. The organizers said refunds would be processed, but I'm still waiting.",REFUND_PENDING,95,15,1856,"(1845.1, 2050.0]"
D1857,"I have an email from the company confirming my refund was approved, but the money is not in my account.",REFUND_PENDING,103,20,1857,"(1845.1, 2050.0]"
D1858,This charge was for a security deposit that was supposed to be returned after the rental period.,REFUND_PENDING,96,17,1858,"(1845.1, 2050.0]"
D1859,I am following up on a pending refund for a duplicate charge I reported last month.,REFUND_PENDING,83,16,1859,"(1845.1, 2050.0]"
D1860,"The seller acknowledged the return, but the credit has not appeared on my statement.",REFUND_PENDING,84,14,1860,"(1845.1, 2050.0]"
D1861,It has been over 30 days and I'm still waiting for the refund on my returned item.,REFUND_PENDING,82,17,1861,"(1845.1, 2050.0]"
D1862,"I cancelled the subscription within the trial period, but was charged. I'm waiting for the reversal.",REFUND_PENDING,100,16,1862,"(1845.1, 2050.0]"
D1863,"The product was defective, so I sent it back. The refund is still pending.",REFUND_PENDING,74,14,1863,"(1845.1, 2050.0]"
D1864,The hotel overcharged me and the manager promised to refund the difference. Still nothing.,REFUND_PENDING,90,14,1864,"(1845.1, 2050.0]"
D1865,My order was undeliverable and returned to the sender. I'm awaiting the credit.,REFUND_PENDING,79,13,1865,"(1845.1, 2050.0]"
D1866,"The concert was rescheduled, and I opted for a refund. It has not been processed.",REFUND_PENDING,81,15,1866,"(1845.1, 2050.0]"
D1867,I'm disputing this charge as the merchant is not processing the refund for a returned item.,REFUND_PENDING,91,16,1867,"(1845.1, 2050.0]"
D1868,The refund status in my order history has been 'processing' for three weeks.,REFUND_PENDING,76,13,1868,"(1845.1, 2050.0]"
D1869,I was told the refund would take 5-7 business days. It's now been 15.,REFUND_PENDING,69,14,1869,"(1845.1, 2050.0]"
D1870,This charge is for a cancelled booking. The refund is long overdue.,REFUND_PENDING,67,12,1870,"(1845.1, 2050.0]"
D1871,"The item was not as described, so I returned it. I'm still waiting to be reimbursed.",REFUND_PENDING,84,16,1871,"(1845.1, 2050.0]"
D1872,The company went out of business and I'm waiting for a refund on an unfulfilled order.,REFUND_PENDING,86,16,1872,"(1845.1, 2050.0]"
D1873,The credit for the part of my order that was out of stock has not been issued.,REFUND_PENDING,78,17,1873,"(1845.1, 2050.0]"
D1874,My return tracking number confirms delivery. Why hasn't the refund been initiated?,REFUND_PENDING,82,12,1874,"(1845.1, 2050.0]"
D1875,I'm yet to receive the refund for the faulty appliance I sent back.,REFUND_PENDING,67,13,1875,"(1845.1, 2050.0]"
D1876,The tour was cancelled by the operator. I am still waiting for them to return my money.,REFUND_PENDING,87,17,1876,"(1845.1, 2050.0]"
D1877,"I have a credit note, but I requested a refund to my card, which is still pending.",REFUND_PENDING,82,17,1877,"(1845.1, 2050.0]"
D1878,The seller has stopped responding since I asked for the refund they promised.,REFUND_PENDING,77,13,1878,"(1845.1, 2050.0]"
D1879,This charge should have been reversed automatically after the service was cancelled.,REFUND_PENDING,84,12,1879,"(1845.1, 2050.0]"
D1880,Awaiting reimbursement for a charge that was made in error by the merchant.,REFUND_PENDING,75,13,1880,"(1845.1, 2050.0]"
D1881,The refund for my returned clothes is taking much longer than advertised.,REFUND_PENDING,73,12,1881,"(1845.1, 2050.0]"
D1882,I cancelled the order within the allowed timeframe. I am waiting for the charge to be reversed.,REFUND_PENDING,95,17,1882,"(1845.1, 2050.0]"
D1883,"The service did not meet expectations and I was offered a refund, which I have not received.",REFUND_PENDING,92,17,1883,"(1845.1, 2050.0]"
D1884,My deposit for the apartment has not been returned after I moved out.,REFUND_PENDING,69,13,1884,"(1845.1, 2050.0]"
D1885,The company is giving me the runaround regarding my pending refund.,REFUND_PENDING,67,11,1885,"(1845.1, 2050.0]"
D1886,I was charged for a renewed subscription after I had cancelled it. I'm awaiting the credit.,REFUND_PENDING,91,16,1886,"(1845.1, 2050.0]"
D1887,The item was damaged in shipping and sent back. Still no refund.,REFUND_PENDING,64,12,1887,"(1845.1, 2050.0]"
D1888,The store processed my return and said the money would be back on my card. It is not.,REFUND_PENDING,85,18,1888,"(1845.1, 2050.0]"
D1889,This is a follow-up on an overdue refund for a cancelled pre-order.,REFUND_PENDING,67,12,1889,"(1845.1, 2050.0]"
D1890,The merchant agrees that I am owed a refund but says they are having system issues.,REFUND_PENDING,83,16,1890,"(1845.1, 2050.0]"
D1891,The refund for the wrong item delivered is still pending.,REFUND_PENDING,57,10,1891,"(1845.1, 2050.0]"
D1892,I refused the delivery as I had already cancelled the item. The charge has not been reversed.,REFUND_PENDING,93,17,1892,"(1845.1, 2050.0]"
D1893,I'm waiting for the pro-rata refund on my cancelled annual membership.,REFUND_PENDING,70,11,1893,"(1845.1, 2050.0]"
D1894,The hotel charged a security deposit that has not been credited back to me post-stay.,REFUND_PENDING,85,15,1894,"(1845.1, 2050.0]"
D1895,I have been patiently waiting for a refund for a returned gift for over a month.,REFUND_PENDING,80,16,1895,"(1845.1, 2050.0]"
D1896,This charge relates to an item that was recalled. I returned it and am awaiting payment.,REFUND_PENDING,88,16,1896,"(1845.1, 2050.0]"
D1897,The merchant has not honored their money-back guarantee.,REFUND_PENDING,56,8,1897,"(1845.1, 2050.0]"
D1898,My money for a cancelled grocery order has been held for too long.,REFUND_PENDING,66,13,1898,"(1845.1, 2050.0]"
D1899,I am still waiting for the credit promised to me as a goodwill gesture.,REFUND_PENDING,71,14,1899,"(1845.1, 2050.0]"
D1900,The partial refund for the service outage has not been applied to my account.,REFUND_PENDING,77,14,1900,"(1845.1, 2050.0]"
D1901,"I returned the rental car with a full tank, but the fuel deposit has not been returned.",REFUND_PENDING,87,17,1901,"(1845.1, 2050.0]"
D1902,This charge was for a failed transaction and the amount has not been released back to me.,REFUND_PENDING,89,17,1902,"(1845.1, 2050.0]"
D1903,The seller confirmed receipt of my return. I am still waiting for the money.,REFUND_PENDING,76,14,1903,"(1845.1, 2050.0]"
D1904,My account was supposed to be credited after I won a dispute with the merchant.,REFUND_PENDING,79,15,1904,"(1845.1, 2050.0]"
D1905,The promised refund for the price adjustment has not come through.,REFUND_PENDING,66,11,1905,"(1845.1, 2050.0]"
D1906,I'm still chasing a refund for a trip that was cancelled due to travel restrictions.,REFUND_PENDING,84,15,1906,"(1845.1, 2050.0]"
D1907,The credit for the unused portion of my subscription is still pending.,REFUND_PENDING,70,12,1907,"(1845.1, 2050.0]"
D1908,"I was told the charge was voided, but it has posted to my account and not been reversed.",REFUND_PENDING,88,18,1908,"(1845.1, 2050.0]"
D1909,This dispute is for a refund that has been promised but not delivered.,REFUND_PENDING,70,13,1909,"(1845.1, 2050.0]"
D1910,The equipment was returned on time. The company has not refunded my security deposit.,REFUND_PENDING,85,14,1910,"(1845.1, 2050.0]"
D1911,The course I enrolled in was cancelled. The course fee has not been refunded.,REFUND_PENDING,77,14,1911,"(1845.1, 2050.0]"
D1912,"I have an RMA number for the return, but the refund is not processed.",REFUND_PENDING,69,14,1912,"(1845.1, 2050.0]"
D1913,I am yet to receive the refund for the tickets to the cancelled show.,REFUND_PENDING,69,14,1913,"(1845.1, 2050.0]"
D1914,The overcharged amount on my invoice has not been credited back to me yet.,REFUND_PENDING,74,14,1914,"(1845.1, 2050.0]"
D1915,The company's insolvency agent confirmed I was on the list for refunds. Still nothing.,REFUND_PENDING,86,14,1915,"(1845.1, 2050.0]"
D1916,I'm writing again to inquire about my long-pending refund.,REFUND_PENDING,58,9,1916,"(1845.1, 2050.0]"
D1917,The automatic refund for my cancelled order has not been triggered.,REFUND_PENDING,67,11,1917,"(1845.1, 2050.0]"
D1918,"The seller has received the item I sent back, but is now ignoring my messages about the refund.",REFUND_PENDING,95,18,1918,"(1845.1, 2050.0]"
D1919,The chargeback was closed as I was told the merchant would refund me directly. They have not.,REFUND_PENDING,93,17,1919,"(1845.1, 2050.0]"
D1920,I am still waiting for the refund for the incorrect item that I returned.,REFUND_PENDING,73,14,1920,"(1845.1, 2050.0]"
D1921,My refund is taking significantly longer than the 3-5 days mentioned in their policy.,REFUND_PENDING,85,14,1921,"(1845.1, 2050.0]"
D1922,I cancelled my service and am expecting a final refund for the unused days.,REFUND_PENDING,75,14,1922,"(1845.1, 2050.0]"
D1923,The credit for the returned shoes has not been applied to my account.,REFUND_PENDING,69,13,1923,"(1845.1, 2050.0]"
D1924,The pre-authorization hold for a cancelled rental has not been released.,REFUND_PENDING,72,11,1924,"(1845.1, 2050.0]"
D1925,I'm still waiting for the money back on a returned Christmas present.,REFUND_PENDING,69,12,1925,"(1845.1, 2050.0]"
D1926,The tour did not go ahead. The operator needs to return my payment.,REFUND_PENDING,67,13,1926,"(1845.1, 2050.0]"
D1927,This charge was for an item that arrived broken and was sent back. Still waiting for my money.,REFUND_PENDING,94,18,1927,"(1845.1, 2050.0]"
D1928,"I was told by customer service that my refund was processed last week, but it's not here.",REFUND_PENDING,89,17,1928,"(1845.1, 2050.0]"
D1929,"The company has agreed to refund me, but has not done so yet.",REFUND_PENDING,61,13,1929,"(1845.1, 2050.0]"
D1930,The item did not match the description. I returned it and am expecting a full refund.,REFUND_PENDING,85,16,1930,"(1845.1, 2050.0]"
D1931,I am still waiting for the refund from a purchase I made with a company that is now bankrupt.,REFUND_PENDING,93,19,1931,"(1845.1, 2050.0]"
D1932,The refund for the double charge has not been credited to my account.,REFUND_PENDING,69,13,1932,"(1845.1, 2050.0]"
D1933,"My order was lost in transit and I was promised a refund, which is still pending.",REFUND_PENDING,81,16,1933,"(1845.1, 2050.0]"
D1934,I returned the item in-store. The refund to my card has not been processed.,REFUND_PENDING,75,14,1934,"(1845.1, 2050.0]"
D1935,The credit for the cancelled portion of my order has not come through.,REFUND_PENDING,70,13,1935,"(1845.1, 2050.0]"
D1936,The contractor did not finish the job and agreed to a partial refund. I'm still waiting.,REFUND_PENDING,88,16,1936,"(1845.1, 2050.0]"
D1937,I have an email conversation where the merchant agrees to the refund. It's been a month.,REFUND_PENDING,88,16,1937,"(1845.1, 2050.0]"
D1938,I am still awaiting reimbursement for the cancelled magazine subscription.,REFUND_PENDING,74,10,1938,"(1845.1, 2050.0]"
D1939,The fee for the workshop that was cancelled should have been returned by now.,REFUND_PENDING,77,14,1939,"(1845.1, 2050.0]"
D1940,This charge should have been reversed. I am still waiting for the credit.,REFUND_PENDING,73,13,1940,"(1845.1, 2050.0]"
D1941,The item was sent back. The refund is what I'm waiting for now.,REFUND_PENDING,63,13,1941,"(1845.1, 2050.0]"
D1942,I cancelled my account and the final credit balance has not been refunded.,REFUND_PENDING,74,13,1942,"(1845.1, 2050.0]"
D1943,The return was accepted. The money has not been returned.,REFUND_PENDING,57,10,1943,"(1845.1, 2050.0]"
D1944,I am waiting for the refund on a returned item that was the wrong size.,REFUND_PENDING,71,15,1944,"(1845.1, 2050.0]"
D1945,My money for a failed booking has not been returned.,REFUND_PENDING,52,10,1945,"(1845.1, 2050.0]"
D1946,The merchant's refund system seems to have an issue. I have been waiting too long.,REFUND_PENDING,82,15,1946,"(1845.1, 2050.0]"
D1947,I am yet to receive the credit for the returned goods.,REFUND_PENDING,54,11,1947,"(1845.1, 2050.0]"
D1948,This charge is for a product that did not work. I returned it and am awaiting refund.,REFUND_PENDING,85,17,1948,"(1845.1, 2050.0]"
D1949,The promised refund for the poor quality meal has not been processed by the restaurant.,REFUND_PENDING,87,15,1949,"(1845.1, 2050.0]"
D1950,I am still waiting for a refund. It's been an unacceptably long time.,REFUND_PENDING,69,13,1950,"(1845.1, 2050.0]"
D1951,The amount I was charged is higher than the price listed on the shelf.,OTHERS,70,14,1951,"(1845.1, 2050.0]"
D1952,"The product delivered is a cheap counterfeit, not the genuine article advertised.",OTHERS,81,12,1952,"(1845.1, 2050.0]"
D1953,"I was billed for the premium subscription plan, but I only signed up for the basic one.",OTHERS,87,17,1953,"(1845.1, 2050.0]"
D1954,The quality of the service provided was extremely poor and not what was promised.,OTHERS,81,14,1954,"(1845.1, 2050.0]"
D1955,A 'service fee' was added to my final bill that was not mentioned anywhere beforehand.,OTHERS,86,15,1955,"(1845.1, 2050.0]"
D1956,The gym is still charging me a monthly fee even though I cancelled my membership in writing two months ago.,OTHERS,107,20,1956,"(1845.1, 2050.0]"
D1957,"The ATM dispensed 200 less than I requested, but my account was debited for the full amount.",OTHERS,92,17,1957,"(1845.1, 2050.0]"
D1958,The discount coupon I applied at checkout was not reflected in the final charge.,OTHERS,80,14,1958,"(1845.1, 2050.0]"
D1959,"The item arrived damaged, and the merchant is refusing to accept a return or offer a refund.",OTHERS,92,17,1959,"(1845.1, 2050.0]"
D1960,I am disputing this charge as the repair service I paid for did not fix the issue.,OTHERS,82,17,1960,"(1845.1, 2050.0]"
D1961,The hotel charged me for items from the minibar that I did not consume.,OTHERS,71,14,1961,"(1845.1, 2050.0]"
D1962,"The merchant's name on my statement is 'Test Merchant', I can't identify this purchase.",OTHERS,87,14,1962,"(1845.1, 2050.0]"
D1963,"I was charged in USD instead of CAD, which resulted in a higher cost due to conversion.",OTHERS,87,17,1963,"(1845.1, 2050.0]"
D1964,The final invoice from the contractor included charges for work that was never performed.,OTHERS,89,14,1964,"(1845.1, 2050.0]"
D1965,I'm disputing this transaction because the product I received is a completely different model.,OTHERS,94,14,1965,"(1845.1, 2050.0]"
D1966,The subscription price was increased without any prior notification to me.,OTHERS,74,11,1966,"(1845.1, 2050.0]"
D1967,"I paid this bill with my other card, so this automatic payment should not have been processed.",OTHERS,94,17,1967,"(1845.1, 2050.0]"
D1968,The car rental company has billed me for a pre-existing scratch.,OTHERS,64,11,1968,"(1845.1, 2050.0]"
D1969,The item I received is missing key components and is unusable. The seller is unresponsive.,OTHERS,90,15,1969,"(1845.1, 2050.0]"
D1970,The tip amount that was added to my bill is incorrect and much higher than what I authorized.,OTHERS,93,18,1970,"(1845.1, 2050.0]"
